"Title","Name","Role"
"The Holy Land","Eitan Gorlin","Director"
"The Holy Land","Oren Rehany","Mendy"
"The Holy Land","Tchelet Semel","Natasha ""Sasha"" Sonsova"
"The Holy Land","Saul Stein","Mike"
"The Holy Land","Albert Iluz","Razi"
"The Holy Land","Robert Warmflash","Post-Production Supervisor"
