"Title","Name","Role"
"The Conjuring 2","James Wan","Director"
"The Conjuring 2","Patrick Wilson","Ed Warren"
"The Conjuring 2","Vera Farmiga","Lorraine Warren"
"The Conjuring 2","Madison Wolfe","Janet Hodgson"
"The Conjuring 2","Frances O'Connor","Peggy Hodgson"
"The Conjuring 2","Lauren Esposito","Margaret Hodgson"
