"Title","Name","Role"
"Target","Arthur Penn","Director"
"Target","Gene Hackman","Walter Lloyd "
"Target","Matt Dillon","Chris Lloyd "
"Target","Gayle Hunnicutt","Donna Lloyd"
"Target","Herbert Berghof","Schroeder"
"Target","Josef Sommer","Taber"
