"Title","Name","Role"
"The Lost Patrol","John Ford","Director"
"The Lost Patrol","Victor McLaglen","The Sergeant"
"The Lost Patrol","Boris Karloff","Sanders"
"The Lost Patrol","Wallace Ford","Morelli"
"The Lost Patrol","Reginald Denny","Brown"
"The Lost Patrol","J.M. Kerrigan","Quincannon"
