"Title","Name","Role"
"Great Freedom","Sebastian Meise","Director"
"Great Freedom","Franz Rogowski","Hans Hoffmann"
"Great Freedom","Georg Friedrich","Viktor Kohl"
"Great Freedom","Anton von Lucke","Leo"
"Great Freedom","Thomas Prenn","Oskar"
"Great Freedom","Johannes Cramer","Amerikanischer Soldat"
