"Title","Name","Role"
"The Duellists","Ridley Scott","Director"
"The Duellists","Keith Carradine","D'Hubert"
"The Duellists","Harvey Keitel","Feraud"
"The Duellists","Albert Finney","Fouche"
"The Duellists","Edward Fox","Colonel"
"The Duellists","Cristina Raines","Adele"
