"Title","Name","Role"
"Alvin and the Chipmunks","Tim Hill","Director"
"Alvin and the Chipmunks","Antti Jaakola","Dave"
"Alvin and the Chipmunks","Petri Hanttu","Ian"
"Alvin and the Chipmunks","Sara Welling","Claire"
"Alvin and the Chipmunks","Ella Pyhältö","Gail"
"Alvin and the Chipmunks","Jon-Jon Geitel","Alvin"
