"Title","Name","Role"
"The SpongeBob SquarePants Movie","Stephen Hillenburg","Director"
"The SpongeBob SquarePants Movie","Mark Osborne","Director"
"The SpongeBob SquarePants Movie","Tom Kenny","SpongeBob"
"The SpongeBob SquarePants Movie","Bill Fagerbakke","Patrick Star"
"The SpongeBob SquarePants Movie","Clancy Brown","Mr. Krabs"
"The SpongeBob SquarePants Movie","Rodger Bumpass","Squidward"
