"Title","Name","Role"
"Sleepwalkers","Mick Garris","Director"
"Sleepwalkers","Brian Krause","Charles Brady"
"Sleepwalkers","Mädchen Amick","Tanya Robertson"
"Sleepwalkers","Alice Krige","Mary Brady"
"Sleepwalkers","Jim Haynie","Sheriff Ira"
"Sleepwalkers","Cindy Pickett","Mrs. Robertson"
