"Title","Name","Role"
"Hudson Hawk","Michael Lehmann","Director"
"Hudson Hawk","Bruce Willis","Hudson Hawk"
"Hudson Hawk","Danny Aiello","Tommy Five-Tone"
"Hudson Hawk","Andie MacDowell","Anna Baragli"
"Hudson Hawk","James Coburn","George Kaplan"
"Hudson Hawk","Richard E. Grant","Darwin Mayflower"
