"Title","Name","Role"
"21 Jump Street","Phil Lord","Director"
"21 Jump Street","Christopher Miller","Director"
"21 Jump Street","Jonah Hill","Schmidt"
"21 Jump Street","Channing Tatum","Jenko"
"21 Jump Street","Brie Larson","Molly Tracey"
"21 Jump Street","Dave Franco","Eric Molson"
