"Title","Name","Role"
"Public Enemies","Michael Mann","Director"
"Public Enemies","Johnny Depp","John Dillinger"
"Public Enemies","Christian Bale","Melvin Purvis"
"Public Enemies","Marion Cotillard","Billie Frechette"
"Public Enemies","Billy Crudup","J. Edgar Hoover"
"Public Enemies","Stephen Dorff","Homer Van Meter"
