"Title","Name","Role"
"The Heirs","Jorge Hernandez Aldana","Director"
"The Heirs","Máximo Hollander","Actor"
"The Heirs","Sebastián Aguirre","Actor"
"The Heirs","Úrsula Pruneda","Actor"
"The Heirs","Gabriel Nuncio","Writer"
"The Heirs","Jorge Hernandez Aldana","Executive Producer"
