"Title","Name","Role"
"DeepStar Six","Sean S. Cunningham","Director"
"DeepStar Six","Taurean Blacque","Captain Phillip Laidlaw"
"DeepStar Six","Nancy Everhard","Joyce Collins"
"DeepStar Six","Greg Evigan","McBride"
"DeepStar Six","Miguel Ferrer","Snyder"
"DeepStar Six","Nia Peeples","Scarpelli"
