"Source","Target"
"Moll Flanders","https://www.rottentomatoes.com/m/1074321-portrait_of_a_lady"
"Moll Flanders","https://www.rottentomatoes.com/m/spitfire_grill"
"Moll Flanders","https://www.rottentomatoes.com/m/1074978-crucible"
"Moll Flanders","https://www.rottentomatoes.com/m/how_to_make_an_american_quilt"
"Moll Flanders","https://www.rottentomatoes.com/m/crooklyn"
