"Source","Target"
"Darling Lili","https://www.rottentomatoes.com/m/1029895-goodbye_mr_chips"
"Darling Lili","https://www.rottentomatoes.com/m/my_fair_lady"
"Darling Lili","https://www.rottentomatoes.com/m/funny_girl"
"Darling Lili","https://www.rottentomatoes.com/m/oliver"
"Darling Lili","https://www.rottentomatoes.com/m/sweet_charity"
