"Source","Target"
"A Scandal in Paris","https://www.rottentomatoes.com/m/la_bete_humaine"
"A Scandal in Paris","https://www.rottentomatoes.com/m/casque_dor"
"A Scandal in Paris","https://www.rottentomatoes.com/m/les_dames_du_bois_de_boulogne"
"A Scandal in Paris","https://www.rottentomatoes.com/m/berlin_express"
"A Scandal in Paris","https://www.rottentomatoes.com/m/les_parents_terribles"
