"Source","Target"
"Easy Living","https://www.rottentomatoes.com/m/christmas_in_july"
"Easy Living","https://www.rottentomatoes.com/m/im_no_angel"
"Easy Living","https://www.rottentomatoes.com/m/its_a_gift"
"Easy Living","https://www.rottentomatoes.com/m/ruggles_of_red_gap"
"Easy Living","https://www.rottentomatoes.com/m/she_done_him_wrong"
