"Source","Target"
"Effie Gray","https://www.rottentomatoes.com/m/mary_shelley"
"Effie Gray","https://www.rottentomatoes.com/m/maudie"
"Effie Gray","https://www.rottentomatoes.com/m/breathe_2017"
"Effie Gray","https://www.rottentomatoes.com/m/a_united_kingdom"
"Effie Gray","https://www.rottentomatoes.com/m/hitchcock"
