"Source","Target"
"The Opposite of Sex","https://www.rottentomatoes.com/m/happy_endings"
"The Opposite of Sex","https://www.rottentomatoes.com/m/your_friends_and_neighbors"
"The Opposite of Sex","https://www.rottentomatoes.com/m/get_real"
"The Opposite of Sex","https://www.rottentomatoes.com/m/1073285-foxfire"
"The Opposite of Sex","https://www.rottentomatoes.com/m/transamerica"
