"Source","Target"
"First Reformed","https://www.rottentomatoes.com/m/shirley_2020"
"First Reformed","https://www.rottentomatoes.com/m/you_were_never_really_here"
"First Reformed","https://www.rottentomatoes.com/m/one_hour_photo"
"First Reformed","https://www.rottentomatoes.com/m/john_henry_2020"
"First Reformed","https://www.rottentomatoes.com/m/the_vanishing_of_sidney_hall"
