"Source","Target"
"Smart People","https://www.rottentomatoes.com/m/win_win_2011"
"Smart People","https://www.rottentomatoes.com/m/lola_versus"
"Smart People","https://www.rottentomatoes.com/m/cyrus"
"Smart People","https://www.rottentomatoes.com/m/take_me_home_tonight"
"Smart People","https://www.rottentomatoes.com/m/greenberg"
